"Iteration","RepeatCount","InputStepsApprox","MacroText","Save219Sha256","Save219LastWriteTimeUtc","StartupWindowMilliseconds","MacroMilliseconds","MacroObservedUntilMilliseconds","CpuMilliseconds","ExpansionMilliseconds","InputHandoffMilliseconds","InputLoopMilliseconds","ErbMilliseconds","StringGenerationMilliseconds","DisplayBuildMilliseconds","DisplayAddMilliseconds","MeasureTextMilliseconds","RefreshMilliseconds","PaintMilliseconds","ScrollMilliseconds","UiEventMilliseconds","ExpandedInputCount","InputDispatchCount","ErbRunCount","RefreshCount","PaintCount","ScrollUpdateCount","UiEventPumpCount","StringGenerationCount","DisplayBuildCount","MeasureTextCount","AllocatedBytes","ManagedBytesBefore","ManagedBytesAfter","Gen0Collections","Gen1Collections","Gen2Collections","StateSha256","DisplaySha256","RandomCallCount","RandomTraceHash","WorkingSetBeforeBytes","WorkingSetAfterBytes","PeakWorkingSetBytes","Responding","WindowTitle"
"1","1000","4000","(H\e\nd\e\n)*1000","EDA8CA49F405D8C61C1E2572FE1510F1218D0ABCA1502E0E46B21C7699E62A14","2026-07-14T23:46:32.5201532Z","5337.5","54406.757","13.8427","0","0.273","1.126","54403.076","54073.848","4704.269","1597.75","200.747","206.959","578.388","301.42","135.659","8.122","2001","2001","9092","113023","249","249","2250","34066338","98899","679405","10368356432","3672852304","2949766768","76","24","3","732827CFFC8391764DF019717238988A1AE31F574C35A5873BBD2975BD75D232","3CEDB670811C98B63DAF37BDA21FFA57F62F88684BCAAA1A8A2A4C86087D97CF","43565","785B14E058FF5077","4113285120","4113285120","5428080640","True","ShinEraTenseiP 0.5.9"
