"Iteration","RepeatCount","InputStepsApprox","MacroText","Save219Sha256","Save219LastWriteTimeUtc","StartupWindowMilliseconds","MacroMilliseconds","MacroObservedUntilMilliseconds","CpuMilliseconds","ExpansionMilliseconds","InputHandoffMilliseconds","InputLoopMilliseconds","ErbMilliseconds","StringGenerationMilliseconds","DisplayBuildMilliseconds","DisplayAddMilliseconds","MeasureTextMilliseconds","RefreshMilliseconds","PaintMilliseconds","ScrollMilliseconds","UiEventMilliseconds","ExpandedInputCount","InputDispatchCount","ErbRunCount","RefreshCount","PaintCount","ScrollUpdateCount","UiEventPumpCount","StringGenerationCount","DisplayBuildCount","MeasureTextCount","AllocatedBytes","ManagedBytesBefore","ManagedBytesAfter","Gen0Collections","Gen1Collections","Gen2Collections","StateSha256","DisplaySha256","RandomCallCount","RandomTraceHash","WorkingSetBeforeBytes","WorkingSetAfterBytes","PeakWorkingSetBytes","Responding","WindowTitle"
"1","5000","20000","(H\e\nd\e\n)*5000","EDA8CA49F405D8C61C1E2572FE1510F1218D0ABCA1502E0E46B21C7699E62A14","2026-07-14T23:46:32.5201532Z","6010.4","309697.319","14.869","0","0.493","5.856","309693.409","308203.714","26746.46","8696.03","2886.516","1089.996","2865.639","1591.837","495.769","32.4","10001","10001","53345","606588","1418","1418","11419","203986963","524019","3450566","61255820024","3127169504","3211937104","805","218","12","C880BC2E2236E2990D37223D0E510BE089870AACA28204AB8F0539853044195A","5AD02FCCE2B51584D9A9DDD848E1DD7420DC619BF00BFAE36E9E37FF35F61A29","264129","BB04F1A9BDC3162E","4641284096","4641288192","5066756096","True","ShinEraTenseiP 0.5.9"
